mgrname,mgrno,rdate,prdate,cusip,shares,no,change,stkname,ticker,indcode,prc,shrout1
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,53932010,4894500,0,,LIZ CLAIBORNE INC,LIZ,132,41.63,52
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,55261F10,6708760,0,-3340,M & T BK CORP,MTB,105,68.00,77
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,61536910,24000000,0,,MOODYS CORP,MCO,114,25.69,163
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,62475610,3217100,0,3217100,MUELLER INDS INC,MLI,124,26.81,33
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,81211K10,4304900,0,4304900,SEALED AIR CORP NEW,SEE,118,30.50,84
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,82028610,2194200,0,,SHAW INDS INC,SHX,132,18.94,124
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,82028K20,15343200,0,1555100,SHAW COMMUNICATIONS INC,SJR,131,23.30,194
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,86791410,6641400,0,,SUNTRUST BKS INC,STI,105,63.00,296
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,86816810,179400,0,,SUPERIOR INDS INTL INC,SUP,104,31.56,26
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,89102710,2073462,0,,TORCHMARK CORP,TMK,119,38.44,128
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,90329340,6500000,0,6500000,U S G CORP,USG,109,22.50,43
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,616.88,8
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,95081710,5703087,0,,WESCO FINL CORP,WSC,124,281.75,7
BERKSHIRE HATHAWAY INC.,8350,12/31/2000,09/30/2000,98939010,816655,0,,ZENITH NATL INS CORP,ZNT,119,29.38,17
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,41.25,1330
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,09367110,7884600,0,187100,BLOCK H & R INC,HRB,114,50.06,91
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,17296710,3789461,0,-811098,CITIGROUP INC,C,120,44.93,5101
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,19121610,200000000,0,,COCA COLA CO,KO,106,45.16,2487
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,26483E10,12000000,0,,DUN & BRADSTREET CORP DEL NE,DNB,114,23.56,80
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,36144810,7340700,0,,GATX CORP,GMT,134,42.46,48
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,36225X10,4921300,0,4921300,GPU INC,GPU,135,32.49,119
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,36473010,3636800,0,,GANNETT INC,GCI,127,59.72,265
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,36955010,222177,0,222177,GENERAL DYNAMICS CORP,GD,100,62.74,197
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,37576610,96000000,0,,GILLETTE CO,G,117,31.17,1054
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,39056810,6948700,0,-51300,GREAT LAKES CHEM CORP,GLK,107,30.74,50
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,48007410,13558100,0,-2191900,JONES APPAREL GROUP INC,JNY,132,37.80,120
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,50533610,54100,0,,LA Z BOY INC,LZB,117,17.80,60
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,55261F10,6708760,0,,M & T BK CORP,MTB,105,69.90,97
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,61536910,24000000,0,,MOODYS CORP,MCO,114,27.56,158
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,62475610,3216900,0,-200,MUELLER INDS INC,MLI,124,30.04,33
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,81211K10,3952300,0,-352600,SEALED AIR CORP NEW,SEE,118,33.33,84
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,82028K20,19911400,0,4568200,SHAW COMMUNICATIONS INC,SJR,131,19.28,197
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,86791410,6641400,0,,SUNTRUST BKS INC,STI,105,64.80,296
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,86816810,179400,0,,SUPERIOR INDS INTL INC,SUP,104,34.57,26
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,89102710,2073462,0,,TORCHMARK CORP,TMK,119,38.83,126
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,90329340,6500000,0,,U S G CORP,USG,109,15.28,43
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,578.00,8
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,94974610,55071380,0,55071380,WELLS FARGO & CO NEW,WFC,105,49.47,1716
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,95081710,5703087,0,,WESCO FINL CORP,WSC,124,307.00,7
BERKSHIRE HATHAWAY INC.,8350,03/31/2001,12/31/2000,98939010,816655,0,,ZENITH NATL INS CORP,ZNT,119,23.60,17
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,38.80,1323
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,09367110,7884600,0,,BLOCK H & R INC,HRB,114,64.55,91
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,17296710,2961430,0,-828031,CITIGROUP INC,C,120,52.84,5034
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,19121610,200000000,0,,COCA COLA CO,KO,106,45.00,2487
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,26483E10,6945400,0,-5054600,DUN & BRADSTREET CORP DEL NE,DNB,114,28.20,80
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,31996310,7850000,0,7850000,FIRST DATA CORP,FDC,108,64.35,392
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,36144810,7340700,0,,GATX CORP,GMT,134,40.10,48
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,36225X10,4921300,0,,GPU INC,GPU,135,35.15,119
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,36473010,3636800,0,,GANNETT INC,GCI,127,65.90,265
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,37576610,96000000,0,,GILLETTE CO,G,117,28.99,1055
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,39056810,6948700,0,,GREAT LAKES CHEM CORP,GLK,107,30.85,50
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,43851610,2250000,0,2250000,HONEYWELL INTL INC,HON,101,34.99,809
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,48007410,8036800,0,-5521300,JONES APPAREL GROUP INC,JNY,132,43.20,124
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,50533610,54100,0,,LA Z BOY INC,LZB,117,18.50,60
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,55261F10,6708760,0,,M & T BK CORP,MTB,105,75.50,97
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,61536910,24000000,0,,MOODYS CORP,MCO,114,33.50,158
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,62475610,3216900,0,,MUELLER INDS INC,MLI,124,32.91,33
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,65410610,4930700,0,4930700,NIKE INC,NKE,132,41.99,172
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,67622010,5000000,0,5000000,OFFICE DEPOT INC,ODP,129,10.38,298
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,82028K20,20000000,0,88600,SHAW COMMUNICATIONS INC,SJR,131,23.63,198
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,86791410,5806300,0,-835100,SUNTRUST BKS INC,STI,105,64.78,292
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,86816810,105800,0,-73600,SUPERIOR INDS INTL INC,SUP,104,38.30,26
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,89102710,2073462,0,,TORCHMARK CORP,TMK,119,40.21,125
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,90297330,6284839,0,6284839,US BANCORP DEL,USB,105,22.79,1906
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,90329340,6500000,0,,U S G CORP,USG,109,4.22,43
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,574.00,8
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,94974610,53265080,0,-1806300,WELLS FARGO & CO NEW,WFC,105,46.43,1716
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,95081710,5703087,0,,WESCO FINL CORP,WSC,124,347.90,7
BERKSHIRE HATHAWAY INC.,8350,06/30/2001,03/31/2001,98939010,816655,0,,ZENITH NATL INS CORP,ZNT,119,27.00,17
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,29.06,1324
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,09367110,15769200,0,,BLOCK H & R INC,HRB,114,38.56,183
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,17296710,2743879,0,-217551,CITIGROUP INC,C,120,40.50,5214
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,19121610,200000000,0,,COCA COLA CO,KO,106,46.85,2488
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,31996310,7850000,0,,FIRST DATA CORP,FDC,108,58.26,391
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,36144810,7340700,0,,GATX CORP,GMT,134,33.64,49
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,36225X10,4921300,0,,GPU INC,GPU,135,40.36,120
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,36473010,3636800,0,,GANNETT INC,GCI,127,60.11,265
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,37576610,96000000,0,,GILLETTE CO,G,117,29.80,1055
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,39056810,6948700,0,,GREAT LAKES CHEM CORP,GLK,107,22.10,50
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,48007410,8649100,0,612300,JONES APPAREL GROUP INC,JNY,132,25.49,125
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,50533610,54100,0,,LA Z BOY INC,LZB,117,15.79,61
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,55261F10,6708760,0,,M & T BK CORP,MTB,105,74.00,96
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,61536910,24000000,0,,MOODYS CORP,MCO,114,37.00,158
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,62475610,3216900,0,,MUELLER INDS INC,MLI,124,28.70,33
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,65410610,4930700,0,,NIKE INC,NKE,132,46.81,170
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,82028K20,21586100,0,1586100,SHAW COMMUNICATIONS INC,SJR,131,20.26,198
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,86791410,5806300,0,,SUNTRUST BKS INC,STI,105,66.60,289
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,89102710,2073462,0,,TORCHMARK CORP,TMK,119,39.00,125
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,90329340,6500000,0,,U S G CORP,USG,109,3.73,43
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,519.80,8
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,94974610,53265080,0,,WELLS FARGO & CO NEW,WFC,105,44.45,1712
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,95081710,5703087,0,,WESCO FINL CORP,WSC,124,290.10,7
BERKSHIRE HATHAWAY INC.,8350,09/30/2001,06/30/2001,98939010,816655,0,,ZENITH NATL INS CORP,ZNT,119,24.60,17
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,35.69,1334
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,09367110,15999200,0,230000,BLOCK H & R INC,HRB,114,44.70,183
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,19121610,200000000,0,,COCA COLA CO,KO,106,47.15,2487
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,26483E10,5243400,0,5243400,DUN & BRADSTREET CORP DEL NE,DNB,114,35.30,79
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,33793210,2144205,0,-1120585,FIRSTENERGY CORP,FE,135,34.98,298
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,36144810,7340700,0,,GATX CORP,GMT,134,32.52,49
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,36473010,3636800,0,,GANNETT INC,GCI,127,67.23,265
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,37576610,96000000,0,,GILLETTE CO,G,117,33.40,1055
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,39056810,6948700,0,,GREAT LAKES CHEM CORP,GLK,107,24.28,50
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,48007410,8649100,0,,JONES APPAREL GROUP INC,JNY,132,33.17,125
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,50533610,54100,0,,LA Z BOY INC,LZB,117,21.82,61
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,53932010,1968600,0,1968600,LIZ CLAIBORNE INC,LIZ,132,49.75,105
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,55261F10,6708760,0,,M & T BK CORP,MTB,105,72.85,94
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,61536910,24000000,0,,MOODYS CORP,MCO,114,39.86,156
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,62475610,3216900,0,,MUELLER INDS INC,MLI,124,33.25,33
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,65410610,4930700,0,,NIKE INC,NKE,132,56.24,170
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,68989910,1867500,0,1867500,OUTBACK STEAKHOUSE INC,OSI,115,34.25,77
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,81211K10,3048300,0,3048300,SEALED AIR CORP NEW,SEE,118,40.82,84
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,82028K20,22000000,0,413900,SHAW COMMUNICATIONS INC,SJR,131,21.16,221
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,86791410,5806300,0,,SUNTRUST BKS INC,STI,105,62.70,289
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,89102710,2073462,0,,TORCHMARK CORP,TMK,119,39.33,126
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,90329340,6500000,0,,U S G CORP,USG,109,5.72,43
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,530.00,8
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,94974610,53265080,0,,WELLS FARGO & CO NEW,WFC,105,43.47,1695
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,95081710,5703087,0,,WESCO FINL CORP,WSC,124,315.00,7
BERKSHIRE HATHAWAY INC.,8350,12/31/2001,09/30/2001,98939010,816655,0,,ZENITH NATL INS CORP,ZNT,119,27.94,18
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,40.96,1339
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,09367110,15999200,0,,BLOCK H & R INC,HRB,114,44.45,184
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,19121610,200000000,0,,COCA COLA CO,KO,106,52.26,2485
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,26000310,2165100,0,2165100,DOVER CORP,DOV,122,41.00,203
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,36144810,7340700,0,,GATX CORP,GMT,134,31.80,49
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,36473010,3636800,0,,GANNETT INC,GCI,127,76.10,266
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,37576610,96000000,0,,GILLETTE CO,G,117,34.01,1055
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,39056810,6948700,0,,GREAT LAKES CHEM CORP,GLK,107,28.17,50
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,53932010,334200,0,-3603000,LIZ CLAIBORNE INC,LIZ,132,28.36,106
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,55261F10,6708760,0,,M & T BK CORP,MTB,105,80.37,93
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,61536910,24000000,0,,MOODYS CORP,MCO,114,41.10,155
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,65410610,4930700,0,,NIKE INC,NKE,132,60.01,169
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,68989910,1867500,0,,OUTBACK STEAKHOUSE INC,OSI,115,35.77,77
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,17.91,221
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,86791410,5806300,0,,SUNTRUST BKS INC,STI,105,66.73,287
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,89102710,2073462,0,,TORCHMARK CORP,TMK,119,40.29,122
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,90329340,6500000,0,,U S G CORP,USG,109,7.00,43
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,93964010,1727765,1727765,,WASHINGTON POST CO,WPO,127,607.03,8
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,94974610,53265080,0,,WELLS FARGO & CO NEW,WFC,105,49.40,1706
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,95081710,5703087,0,,WESCO FINL CORP,WSC,124,312.60,7
BERKSHIRE HATHAWAY INC.,8350,03/31/2002,12/31/2001,98939010,816655,0,,ZENITH NATL INS CORP,ZNT,119,29.20,19
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,36.32,1330
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,09367110,15999200,0,,BLOCK H & R INC,HRB,114,46.15,184
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,19121610,200000000,0,,COCA COLA CO,KO,106,56.00,2484
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,26000310,2165100,0,,DOVER CORP,DOV,122,35.00,203
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,36144810,7340700,0,,GATX CORP,GMT,134,30.10,49
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,36473010,3636800,0,,GANNETT INC,GCI,127,75.90,267
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,37576610,96000000,0,,GILLETTE CO,G,117,33.87,1057
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,39056810,6948700,0,,GREAT LAKES CHEM CORP,GLK,107,26.49,50
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,55261F10,6708760,0,,M & T BK CORP,MTB,105,85.76,93
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,61536910,24000000,0,,MOODYS CORP,MCO,114,49.75,154
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,65410610,4405700,0,-525000,NIKE INC,NKE,132,53.65,170
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,68989910,1867500,0,,OUTBACK STEAKHOUSE INC,OSI,115,35.10,77
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,11.01,221
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,86791410,5806300,0,,SUNTRUST BKS INC,STI,105,67.72,286
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,89102710,2073462,0,,TORCHMARK CORP,TMK,119,38.20,122
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,90329340,6500000,0,,U S G CORP,USG,109,7.15,43
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,93964010,1727765,0,,WASHINGTON POST CO,WPO,127,545.00,8
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,94974610,53265080,0,,WELLS FARGO & CO NEW,WFC,105,50.06,1711
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,95081710,5703087,0,,WESCO FINL CORP,WSC,124,301.60,7
BERKSHIRE HATHAWAY INC.,8350,06/30/2002,03/31/2002,98939010,451355,0,-365300,ZENITH NATL INS CORP,ZNT,119,31.85,19
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,31.18,1329
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,02971210,3232000,0,,AMERICAN STD COS INC DEL,ASD,122,63.62,72
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,09367110,15999200,0,,BLOCK H & R INC,HRB,114,42.01,181
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,19121610,200000000,0,,COCA COLA CO,KO,106,47.96,2482
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,22160K10,5606409,0,,COSTCO WHSL CORP NEW,COST,129,32.37,455
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,26000310,2479200,0,314100,DOVER CORP,DOV,122,25.38,203
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,26483E10,1289100,0,-434400,DUN & BRADSTREET CORP DEL NE,DNB,114,33.61,74
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,36144810,7340700,0,,GATX CORP,GMT,134,19.80,49
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,36473010,3636800,0,,GANNETT INC,GCI,127,72.18,267
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,36476010,20000000,0,,GAP INC DEL,GPS,132,10.85,870
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,37576610,96000000,0,,GILLETTE CO,G,117,29.60,1058
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,39056810,6948700,0,,GREAT LAKES CHEM CORP,GLK,107,24.02,50
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,46284610,6671200,0,4528000,IRON MTN INC PA,IRM,134,24.99,85
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,48007410,3211300,0,-529300,JONES APPAREL GROUP INC,JNY,132,30.70,129
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,55261F10,6708760,0,,M & T BK CORP,MTB,105,78.81,92
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,61536910,24000000,0,,MOODYS CORP,MCO,114,48.50,155
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,62475610,2480900,0,,MUELLER INDS INC,MLI,124,25.90,34
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,65410610,6000000,0,1594300,NIKE INC,NKE,132,43.18,168
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,68191910,500000,0,500000,OMNICOM GROUP INC,OMC,123,55.68,188
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,68989910,1867500,0,,OUTBACK STEAKHOUSE INC,OSI,115,27.48,77
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,81211K10,2492800,0,,SEALED AIR CORP NEW,SEE,118,16.89,84
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,82028K20,22000000,0,,SHAW COMMUNICATIONS INC,SJR,131,8.22,220
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,86791410,5806300,0,,SUNTRUST BKS INC,STI,105,61.48,286
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,89102710,2073462,0,,TORCHMARK CORP,TMK,119,34.26,119
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,90329340,6500000,0,,U S G CORP,USG,109,4.00,43
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,93964010,1727765,1727765,,WASHINGTON POST CO,WPO,127,649.00,8
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,94974610,53265080,0,,WELLS FARGO & CO NEW,WFC,105,48.16,1699
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,95081710,5703087,0,,WESCO FINL CORP,WSC,124,307.50,7
BERKSHIRE HATHAWAY INC.,8350,09/30/2002,06/30/2002,98939010,451355,0,,ZENITH NATL INS CORP,ZNT,119,26.42,19
BERKSHIRE HATHAWAY INC.,8350,12/31/2002,09/30/2002,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,35.35,1314
BERKSHIRE HATHAWAY INC.,8350,12/31/2002,09/30/2002,02971210,3232000,0,,AMERICAN STD COS INC DEL,ASD,122,71.14,72
BERKSHIRE HATHAWAY INC.,8350,12/31/2002,09/30/2002,08651610,542800,0,542800,BEST BUY INC,BBY,129,24.15,322
BERKSHIRE HATHAWAY INC.,8350,12/31/2002,09/30/2002,09367110,15999200,0,,BLOCK H & R INC,HRB,114,40.20,179
BERKSHIRE HATHAWAY INC.,8350,12/31/2002,09/30/2002,19121610,200000000,0,,COCA COLA CO,KO,106,43.84,2479
BERKSHIRE HATHAWAY INC.,8350,12/31/2002,09/30/2002,20033410,1452549,0,1452549,COMDISCO HLDG CO INC,CDCO,120,78.00,151
